brand_name,product_name,product_subcategory,product_category,product_department,product_family,store_sales,store_cost,unit_sales,the_date,city,state_province,country
Even Better,Even Better Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,6.5,2.86,2,10/28/1998 0:00,Santa Fe,DF,Mexico
Ebony,Ebony Canned Peanuts,Nuts,Specialty,Produce,Food,3.87,1.1997,3,8/20/1998 0:00,Santa Fe,DF,Mexico
Sunset,Sunset AAA-Size Batteries,Batteries,Electrical,Household,Non-Consumable,10.47,3.6645,3,10/28/1998 0:00,Santa Fe,DF,Mexico
Denny,Denny Toilet Bowl Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,6.96,3.132,3,8/20/1998 0:00,Santa Fe,DF,Mexico
Cutting Edge,Cutting Edge Chicken Hot Dogs,Hot Dogs,Meat,Deli,Food,4.59,1.6524,3,8/20/1998 0:00,Santa Fe,DF,Mexico
Faux Products,Faux Products 200 MG Acetominifen,Acetominifen,Pain Relievers,Health and Hygiene,Non-Consumable,4.64,1.8096,2,8/20/1998 0:00,Santa Fe,DF,Mexico
Radius,Radius Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,7.59,2.5047,3,10/28/1998 0:00,Santa Fe,DF,Mexico
Medalist,Medalist Thai Rice,Rice,Starchy Foods,Starchy Foods,Food,8.34,3.0024,3,11/16/1998 0:00,Haney,BC,Canada
Club,Club String Cheese,Cheese,Dairy,Dairy,Food,7.52,3.008,4,11/16/1998 0:00,Haney,BC,Canada
Choice,Choice Spicy Mints,Hard Candy,Candy,Snacks,Food,3.44,1.548,2,11/16/1998 0:00,Haney,BC,Canada
Imagine,Imagine Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,5.61,2.0196,3,11/16/1998 0:00,Haney,BC,Canada
Washington,Washington Strawberry Drink,Flavored Drinks,Drinks,Beverages,Drink,3.32,1.0624,4,11/16/1998 0:00,Haney,BC,Canada
Sphinx,Sphinx Bagels,Bagels,Bread,Baked Goods,Food,7.32,3.2208,4,11/16/1998 0:00,Haney,BC,Canada
Pleasant,Pleasant Fancy Canned Anchovies,Anchovies,Canned Anchovies,Canned Foods,Food,10.32,4.644,3,2/2/1998 0:00,Burbank,CA,USA
Better,Better Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,2.64,1.0824,2,11/5/1998 0:00,Burbank,CA,USA
Best Choice,Best Choice Sugar Cookies,Cookies,Snack Foods,Snack Foods,Food,10.98,3.294,3,11/5/1998 0:00,Burbank,CA,USA
Steady,Steady HCL Nasal Spray,Nasal Sprays,Decongestants,Health and Hygiene,Non-Consumable,5.91,2.7186,3,11/5/1998 0:00,Burbank,CA,USA
Carrington,Carrington Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,7.05,3.384,3,11/5/1998 0:00,Burbank,CA,USA
Colony,Colony Bagels,Bagels,Bread,Baked Goods,Food,3.51,1.0881,3,11/5/1998 0:00,Burbank,CA,USA
Tell Tale,Tell Tale Fuji Apples,Fresh Fruit,Fruit,Produce,Food,10.89,4.9005,3,2/2/1998 0:00,Burbank,CA,USA
Even Better,Even Better Strawberry Yogurt,Yogurt,Dairy,Dairy,Food,8.13,3.9837,3,8/27/1998 0:00,Burbank,CA,USA
Blue Label,Blue Label Fancy Canned Clams,Clams,Canned Clams,Canned Foods,Food,3.38,1.183,2,8/27/1998 0:00,Burbank,CA,USA
BBB Best,BBB Best Sesame Oil,Cooking Oil,Baking Goods,Baking Goods,Food,5.52,2.7048,3,8/27/1998 0:00,Burbank,CA,USA
Golden,Golden Frozen Sausage Pizza,Pizza,Pizza,Frozen Foods,Food,1.78,0.7298,1,7/14/1998 0:00,Anacortes,WA,USA
Jumbo,Jumbo Egg Substitute,Eggs,Eggs,Eggs,Food,2.97,1.4553,1,7/14/1998 0:00,Anacortes,WA,USA
Big Time,Big Time Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,2.77,1.1911,1,7/14/1998 0:00,Anacortes,WA,USA
Jardon,Jardon Ravioli,Pasta,Starchy Foods,Starchy Foods,Food,1.92,0.7872,2,8/17/1998 0:00,Everett,WA,USA
American,American Low Fat Cole Slaw,Deli Salads,Side Dishes,Deli,Food,6.81,2.3154,3,8/17/1998 0:00,Everett,WA,USA
Horatio,Horatio Fudge Cookies,Cookies,Snack Foods,Snack Foods,Food,10.77,3.5541,3,8/26/1998 0:00,Everett,WA,USA
Colossal,Colossal Spaghetti,Pasta,Starchy Foods,Starchy Foods,Food,10.11,3.9429,3,8/17/1998 0:00,Everett,WA,USA
Faux Products,Faux Products Mint Mouthwash,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,7.2,2.376,3,8/17/1998 0:00,Everett,WA,USA
Modell,Modell Pumpernickel Bread,Sliced Bread,Bread,Baked Goods,Food,6.24,2.808,4,8/17/1998 0:00,Everett,WA,USA
Blue Label,Blue Label Large Canned Shrimp,Shrimp,Canned Shrimp,Canned Foods,Food,8.58,2.6598,3,8/26/1998 0:00,Everett,WA,USA
Quick,Quick Extra Lean Hamburger,Hamburger,Meat,Meat,Food,7.83,3.2103,3,8/26/1998 0:00,Everett,WA,USA
Tri-State,Tri-State Shitake Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,11.72,4.2192,4,8/26/1998 0:00,Everett,WA,USA
Hermanos,Hermanos Almonds,Nuts,Specialty,Produce,Food,5.28,2.2176,3,8/26/1998 0:00,Everett,WA,USA
Faux Products,Faux Products Buffered Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,7.68,3.6096,2,8/26/1998 0:00,Everett,WA,USA
American,American Turkey Hot Dogs,Hot Dogs,Meat,Deli,Food,8.22,4.0278,3,8/26/1998 0:00,Everett,WA,USA
Great,Great Muffins,Muffins,Bread,Baked Goods,Food,8.46,2.6226,3,8/26/1998 0:00,Everett,WA,USA
CDR,CDR Strawberry Preserves,Preserves,Jams and Jellies,Baking Goods,Food,3.6,1.764,3,9/9/1998 0:00,Milwaukie,OR,USA
High Top,High Top Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,7.74,3.7152,3,9/9/1998 0:00,Milwaukie,OR,USA
Cormorant,Cormorant Toilet Bowl Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,11.43,5.3721,3,9/9/1998 0:00,Milwaukie,OR,USA
American,American Cole Slaw,Deli Salads,Side Dishes,Deli,Food,1.78,0.8544,2,9/9/1998 0:00,Milwaukie,OR,USA
Imagine,Imagine Chicken TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,7.35,2.646,3,6/25/1998 0:00,Milwaukie,OR,USA
Sphinx,Sphinx Bagels,Bagels,Bread,Baked Goods,Food,3.66,1.7934,2,6/25/1998 0:00,Milwaukie,OR,USA
Faux Products,Faux Products Whitening Toothpast,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,1.95,0.936,3,6/25/1998 0:00,Milwaukie,OR,USA
Red Wing,Red Wing Silver Cleaner,Pot Cleaners,Kitchen Products,Household,Non-Consumable,2.58,1.0836,2,6/25/1998 0:00,Milwaukie,OR,USA
Tell Tale,Tell Tale Canned Peanuts,Nuts,Specialty,Produce,Food,3.4,1.632,1,4/2/1998 0:00,Concord,CA,USA
Footnote,Footnote Seasoned Hamburger,Hamburger,Meat,Meat,Food,1.49,0.5662,1,4/2/1998 0:00,Concord,CA,USA
Ebony,Ebony Elephant Garlic,Fresh Vegetables,Vegetables,Produce,Food,4.42,1.6796,2,4/2/1998 0:00,Concord,CA,USA
Cormorant,Cormorant 60 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,2.57,0.771,1,4/2/1998 0:00,Concord,CA,USA
Fantastic,Fantastic English Muffins,Muffins,Bread,Baked Goods,Food,3,1.14,2,4/2/1998 0:00,Concord,CA,USA
Red Wing,Red Wing Glass Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,3.36,1.3104,2,4/2/1998 0:00,Concord,CA,USA
Fast,Fast Cheese Crackers,Crackers,Snack Foods,Snack Foods,Food,11.22,5.049,3,7/15/1998 0:00,Ladner,BC,Canada
Denny,Denny Bees Wax Candles,Candles,Candles,Household,Non-Consumable,8.85,2.655,3,7/15/1998 0:00,Ladner,BC,Canada
Hermanos,Hermanos Peaches,Fresh Fruit,Fruit,Produce,Food,4.86,2.2356,3,4/29/1998 0:00,Ladner,BC,Canada
Carrington,Carrington Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,7.95,3.7365,3,4/29/1998 0:00,Ladner,BC,Canada
Booker,Booker Sharp Cheddar Cheese,Cheese,Dairy,Dairy,Food,5.55,2.2755,3,4/29/1998 0:00,Ladner,BC,Canada
American,American Pimento Loaf,Bologna,Meat,Deli,Food,11.04,3.5328,4,4/29/1998 0:00,Ladner,BC,Canada
Excel,Excel Monthly Fashion Magazine,Fashion Magazines,Magazines,Periodicals,Non-Consumable,8.52,3.834,4,4/29/1998 0:00,Ladner,BC,Canada
American,American Cole Slaw,Deli Salads,Side Dishes,Deli,Food,2.67,1.0146,3,4/29/1998 0:00,Ladner,BC,Canada
Carlson,Carlson String Cheese,Cheese,Dairy,Dairy,Food,5.28,2.2704,4,4/29/1998 0:00,Ladner,BC,Canada
Landslide,Landslide Grape Jam,Jam,Jams and Jellies,Baking Goods,Food,6.75,3.105,5,10/18/1998 0:00,La Mesa,CA,USA
BBB Best,BBB Best Grape Jam,Jam,Jams and Jellies,Baking Goods,Food,3.8,1.672,2,10/18/1998 0:00,La Mesa,CA,USA
Washington,Washington Diet Soda,Soda,Carbonated Beverages,Beverages,Drink,4.38,1.4892,2,10/18/1998 0:00,La Mesa,CA,USA
Great,Great White Bread,Sliced Bread,Bread,Baked Goods,Food,13.08,5.6244,4,10/18/1998 0:00,La Mesa,CA,USA
Imagine,Imagine Lime Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,8.82,3.6162,3,2/26/1998 0:00,Oregon City,OR,USA
Consolidated,Consolidated Mint Mouthwash,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,5.67,2.4948,3,2/26/1998 0:00,Oregon City,OR,USA
PigTail,PigTail Blueberry Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,6.39,2.9394,3,8/2/1998 0:00,Oregon City,OR,USA
PigTail,PigTail Apple Cinnamon Waffles,Waffles,Breakfast Foods,Frozen Foods,Food,1.65,0.594,3,8/2/1998 0:00,Oregon City,OR,USA
Sunset,Sunset Paper Plates,Paper Dishes,Paper Products,Household,Non-Consumable,5.25,2.415,3,8/2/1998 0:00,Oregon City,OR,USA
Good,Good Light Beer,Beer,Beer and Wine,Alcoholic Beverages,Drink,8.72,2.7032,4,9/24/1998 0:00,Oregon City,OR,USA
Consolidated,Consolidated Multi-Symptom Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,3.9,1.209,2,9/24/1998 0:00,Oregon City,OR,USA
Hilltop,Hilltop 200 MG Acetominifen,Acetominifen,Pain Relievers,Health and Hygiene,Non-Consumable,5.78,2.5432,2,4/30/1998 0:00,Oregon City,OR,USA
Best Choice,Best Choice Avocado Dip,Dips,Snack Foods,Snack Foods,Food,9.84,4.3296,4,4/30/1998 0:00,Oregon City,OR,USA
Sunset,Sunset 100 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,4.92,1.5744,3,9/24/1998 0:00,Oregon City,OR,USA
Golden,Golden Frozen Mushroom Pizza,Pizza,Pizza,Frozen Foods,Food,1.92,0.864,2,4/30/1998 0:00,Oregon City,OR,USA
Golden,Golden Low Fat French Fries,French Fries,Vegetables,Frozen Foods,Food,8.91,3.8313,3,1/16/1998 0:00,Arcadia,CA,USA
Horatio,Horatio Fondue Mix,Dips,Snack Foods,Snack Foods,Food,6.81,2.1111,3,1/16/1998 0:00,Arcadia,CA,USA
Best Choice,Best Choice Low Fat BBQ Chips,Chips,Snack Foods,Snack Foods,Food,5.1,1.581,2,9/11/1998 0:00,Arcadia,CA,USA
Landslide,Landslide Pepper,Spices,Baking Goods,Baking Goods,Food,7.77,3.4188,3,9/11/1998 0:00,Arcadia,CA,USA
Nationeel,Nationeel Grape Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,8.48,3.6464,4,9/11/1998 0:00,Arcadia,CA,USA
Colony,Colony White Bread,Sliced Bread,Bread,Baked Goods,Food,4.26,1.8318,3,9/11/1998 0:00,Arcadia,CA,USA
Cutting Edge,Cutting Edge Sliced Chicken,Deli Meats,Meat,Deli,Food,6.99,2.2368,3,10/8/1998 0:00,Arcadia,CA,USA
Golden,Golden Popsicles,Ice Cream,Frozen Desserts,Frozen Foods,Food,15.8,6.952,4,10/8/1998 0:00,Arcadia,CA,USA
Carrington,Carrington Frozen Pancakes,Pancakes,Breakfast Foods,Frozen Foods,Food,5.52,2.484,3,10/8/1998 0:00,Arcadia,CA,USA
Ebony,Ebony Beets,Fresh Vegetables,Vegetables,Produce,Food,8.13,3.9837,3,10/8/1998 0:00,Arcadia,CA,USA
Red Spade,Red Spade Sliced Chicken,Deli Meats,Meat,Deli,Food,3.38,1.4196,2,10/8/1998 0:00,Arcadia,CA,USA
Nationeel,Nationeel Grape Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,6.36,2.4168,3,11/14/1998 0:00,Arcadia,CA,USA
Hilltop,Hilltop Whitening Toothpast,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,3.2,0.992,2,11/14/1998 0:00,Arcadia,CA,USA
Landslide,Landslide Pepper,Spices,Baking Goods,Baking Goods,Food,7.77,3.4188,3,11/14/1998 0:00,Arcadia,CA,USA
Colony,Colony White Bread,Sliced Bread,Bread,Baked Goods,Food,5.68,2.4424,4,11/14/1998 0:00,Arcadia,CA,USA
Ebony,Ebony Tangerines,Fresh Fruit,Fruit,Produce,Food,10.47,5.0256,3,7/15/1998 0:00,Lebanon,OR,USA
Bravo,Bravo Fancy Canned Oysters,Oysters,Canned Oysters,Canned Foods,Food,8.48,3.6464,4,10/25/1998 0:00,Lebanon,OR,USA
Hermanos,Hermanos Fresh Lima Beans,Fresh Vegetables,Vegetables,Produce,Food,11.24,4.1588,4,7/15/1998 0:00,Lebanon,OR,USA
Just Right,Just Right Turkey Noodle Soup,Soup,Canned Soup,Canned Foods,Food,7.96,3.184,4,7/15/1998 0:00,Lebanon,OR,USA
Big Time,Big Time Ice Cream,Ice Cream,Frozen Desserts,Frozen Foods,Food,8.31,2.493,3,10/25/1998 0:00,Lebanon,OR,USA
Tri-State,Tri-State Plums,Fresh Fruit,Fruit,Produce,Food,8.58,4.2042,3,4/29/1998 0:00,Lebanon,OR,USA
Gorilla,Gorilla Muenster Cheese,Cheese,Dairy,Dairy,Food,5.4,1.998,3,4/29/1998 0:00,Lebanon,OR,USA
Carrington,Carrington Turkey TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,14.72,4.416,4,4/29/1998 0:00,Lebanon,OR,USA
Pleasant,Pleasant Fancy Canned Sardines,Sardines,Canned Sardines,Canned Foods,Food,7.48,3.366,4,9/19/1998 0:00,Lebanon,OR,USA
Gorilla,Gorilla Whole Milk,Milk,Dairy,Dairy,Drink,1.83,0.732,3,9/19/1998 0:00,Lebanon,OR,USA
Denny,Denny Screw Driver,Tools,Hardware,Household,Non-Consumable,7.14,3.1416,3,1/29/1998 0:00,Lebanon,OR,USA
Nationeel,Nationeel Golden Raisins,Dried Fruit,Snack Foods,Snack Foods,Food,7.56,2.7216,3,1/29/1998 0:00,Lebanon,OR,USA
Plato,Plato Salt,Spices,Baking Goods,Baking Goods,Food,4.41,1.5435,3,1/29/1998 0:00,Lebanon,OR,USA
Good,Good Light Beer,Beer,Beer and Wine,Alcoholic Beverages,Drink,8.72,2.9648,4,1/29/1998 0:00,Lebanon,OR,USA
Carlson,Carlson Sour Cream,Sour Cream,Dairy,Dairy,Food,9.44,3.304,4,1/29/1998 0:00,Lebanon,OR,USA
Golden,Golden Frozen Broccoli,Frozen Vegetables,Vegetables,Frozen Foods,Food,5.92,2.2496,2,1/29/1998 0:00,Lebanon,OR,USA
Nationeel,Nationeel Avocado Dip,Dips,Snack Foods,Snack Foods,Food,9.64,4.5308,4,1/29/1998 0:00,Lebanon,OR,USA
Faux Products,Faux Products Deodorant,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,5.5,1.76,2,1/29/1998 0:00,Lebanon,OR,USA
Cormorant,Cormorant Toilet Bowl Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,15.24,7.3152,4,10/8/1998 0:00,W. Linn,OR,USA
American,American Low Fat Bologna,Bologna,Meat,Deli,Food,8.61,3.7884,3,10/8/1998 0:00,W. Linn,OR,USA
BBB Best,BBB Best Tomato Sauce,Sauces,Baking Goods,Baking Goods,Food,1.46,0.7008,2,10/8/1998 0:00,W. Linn,OR,USA
Consolidated,Consolidated Extra Moisture Shampoo,Shampoo,Bathroom Products,Health and Hygiene,Non-Consumable,2.92,0.876,4,10/8/1998 0:00,W. Linn,OR,USA
Top Measure,Top Measure Merlot Wine,Wine,Beer and Wine,Alcoholic Beverages,Drink,3.24,1.0368,4,10/8/1998 0:00,W. Linn,OR,USA
Plato,Plato Brown Sugar,Sugar,Baking Goods,Baking Goods,Food,3.72,1.4136,3,10/8/1998 0:00,W. Linn,OR,USA
Nationeel,Nationeel Low Fat Cookies,Cookies,Snack Foods,Snack Foods,Food,2.64,0.924,4,3/8/1998 0:00,San Andres,DF,Mexico
Great,Great Cranberry Muffins,Muffins,Bread,Baked Goods,Food,10.08,3.2256,3,3/8/1998 0:00,San Andres,DF,Mexico
Big Time,Big Time Frozen Pepperoni Pizza,Pizza,Pizza,Frozen Foods,Food,3.39,1.5255,3,5/12/1998 0:00,San Andres,DF,Mexico
Hilltop,Hilltop Deodorant,Personal Hygiene,Hygiene,Health and Hygiene,Non-Consumable,11.04,4.968,4,3/8/1998 0:00,San Andres,DF,Mexico
Tell Tale,Tell Tale Asparagus,Fresh Vegetables,Vegetables,Produce,Food,7.28,3.64,2,3/8/1998 0:00,San Andres,DF,Mexico
Lake,Lake Sliced Ham,Deli Meats,Meat,Deli,Food,5.88,1.9404,2,5/12/1998 0:00,San Andres,DF,Mexico
BBB Best,BBB Best Apple Preserves,Preserves,Jams and Jellies,Baking Goods,Food,14.44,6.498,4,3/10/1998 0:00,San Andres,DF,Mexico
Even Better,Even Better Cheese Spread,Cheese,Dairy,Dairy,Food,9.36,4.212,3,5/12/1998 0:00,San Andres,DF,Mexico
Moms,Moms Pimento Loaf,Bologna,Meat,Deli,Food,4.58,1.6488,2,5/12/1998 0:00,San Andres,DF,Mexico
Imagine,Imagine Turkey TV Dinner,TV Dinner,Frozen Entrees,Frozen Foods,Food,6.96,2.784,3,5/12/1998 0:00,San Andres,DF,Mexico
Imagine,Imagine Fajita French Fries,French Fries,Vegetables,Frozen Foods,Food,5.78,2.4276,2,7/27/1998 0:00,San Andres,DF,Mexico
Blue Label,Blue Label Fancy Canned Clams,Clams,Canned Clams,Canned Foods,Food,5.07,1.6224,3,3/10/1998 0:00,San Andres,DF,Mexico
Johnson,Johnson Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,1.8,0.792,3,5/12/1998 0:00,San Andres,DF,Mexico
High Top,High Top Sweet Onion,Fresh Vegetables,Vegetables,Produce,Food,3.72,1.3764,3,7/27/1998 0:00,San Andres,DF,Mexico
Tell Tale,Tell Tale Party Nuts,Nuts,Specialty,Produce,Food,8.55,3.762,3,9/25/1998 0:00,San Andres,DF,Mexico
Cormorant,Cormorant D-Size Batteries,Batteries,Electrical,Household,Non-Consumable,2.36,1.0384,4,9/25/1998 0:00,San Andres,DF,Mexico
Red Wing,Red Wing 75 Watt Lightbulb,Lightbulbs,Electrical,Household,Non-Consumable,7.44,2.6784,3,9/25/1998 0:00,San Andres,DF,Mexico
CDR,CDR Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,3.62,1.267,2,11/6/1998 0:00,San Andres,DF,Mexico
Steady,Steady Laundry Detergent,Mouthwash,Bathroom Products,Health and Hygiene,Non-Consumable,2.28,0.7296,4,11/6/1998 0:00,San Andres,DF,Mexico
Sunset,Sunset Tissues,Paper Wipes,Paper Products,Household,Non-Consumable,4.77,2.2896,3,9/25/1998 0:00,San Andres,DF,Mexico
Gulf Coast,Gulf Coast Spicy Mints,Hard Candy,Candy,Snacks,Food,7.36,3.2384,4,9/25/1998 0:00,San Andres,DF,Mexico
Skinner,Skinner Orange Juice,Juice,Pure Juice Beverages,Beverages,Drink,3.88,1.8624,2,9/25/1998 0:00,San Andres,DF,Mexico
Pleasant,Pleasant Chicken Noodle Soup,Soup,Canned Soup,Canned Foods,Food,5.24,1.7292,4,9/25/1998 0:00,San Andres,DF,Mexico
Sunset,Sunset Counter Cleaner,Cleaners,Cleaning Supplies,Household,Non-Consumable,1.66,0.6972,2,9/10/1998 0:00,San Andres,DF,Mexico
Club,Club Sour Cream,Sour Cream,Dairy,Dairy,Food,1.59,0.5247,3,9/10/1998 0:00,San Andres,DF,Mexico
Club,Club Head Cheese,Cheese,Dairy,Dairy,Food,4.41,1.6317,3,9/10/1998 0:00,San Andres,DF,Mexico
Johnson,Johnson Oatmeal,Cereal,Breakfast Foods,Breakfast Foods,Food,1.2,0.492,2,2/21/1998 0:00,Burbank,CA,USA
Better,Better Chicken Ramen Soup,Soup,Canned Soup,Canned Foods,Food,1.89,0.6615,3,2/21/1998 0:00,Burbank,CA,USA
Bravo,Bravo Creamed Corn,Canned Vegetables,Vegetables,Canned Foods,Food,9.84,4.92,3,2/21/1998 0:00,Burbank,CA,USA
Gorilla,Gorilla Havarti Cheese,Cheese,Dairy,Dairy,Food,10.02,4.509,3,2/21/1998 0:00,Burbank,CA,USA
Sunset,Sunset Paper Plates,Paper Dishes,Paper Products,Household,Non-Consumable,7,3.43,4,2/21/1998 0:00,Burbank,CA,USA
American,American Sliced Turkey,Deli Meats,Meat,Deli,Food,9.51,3.7089,3,2/21/1998 0:00,Burbank,CA,USA
Cormorant,Cormorant Plastic Spoons,Plastic Utensils,Plastic Products,Household,Non-Consumable,5.36,1.6616,2,2/21/1998 0:00,Burbank,CA,USA
Carrington,Carrington Lemon Popsicles,Popsicles,Frozen Desserts,Frozen Foods,Food,7.24,2.8236,4,2/21/1998 0:00,Burbank,CA,USA
Landslide,Landslide Regular Coffee,Coffee,Hot Beverages,Beverages,Drink,6.39,2.3004,3,3/3/1998 0:00,Burbank,CA,USA
Consolidated,Consolidated Multi-Symptom Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,3.9,1.404,2,3/3/1998 0:00,Burbank,CA,USA
Medalist,Medalist Manicotti,Pasta,Starchy Foods,Starchy Foods,Food,5.36,2.1976,4,5/11/1998 0:00,Burbank,CA,USA
Super,Super Apple Butter,Preserves,Jams and Jellies,Baking Goods,Food,1.59,0.6201,3,3/3/1998 0:00,Burbank,CA,USA
Hilltop,Hilltop Multi-Symptom Cold Remedy,Cold Remedies,Cold Remedies,Health and Hygiene,Non-Consumable,5.66,1.8112,2,5/11/1998 0:00,Burbank,CA,USA
Nationeel,Nationeel Strawberry Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,5.64,2.82,3,5/11/1998 0:00,Burbank,CA,USA
Tell Tale,Tell Tale Firm Tofu,Tofu,Packaged Vegetables,Produce,Food,5.01,1.6032,3,3/3/1998 0:00,Burbank,CA,USA
High Top,High Top Shitake Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,2.07,0.8901,3,4/18/1998 0:00,Bellflower,CA,USA
Hermanos,Hermanos Firm Tofu,Tofu,Packaged Vegetables,Produce,Food,4.34,1.736,2,4/18/1998 0:00,Bellflower,CA,USA
Tri-State,Tri-State Plums,Fresh Fruit,Fruit,Produce,Food,5.72,2.2308,2,4/18/1998 0:00,Bellflower,CA,USA
Just Right,Just Right Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,8.6,3.526,4,4/18/1998 0:00,Bellflower,CA,USA
Even Better,Even Better Sour Cream,Sour Cream,Dairy,Dairy,Food,3.28,1.6072,4,4/18/1998 0:00,Bellflower,CA,USA
Plato,Plato Apple Jam,Jam,Jams and Jellies,Baking Goods,Food,3.54,1.5222,3,4/18/1998 0:00,Bellflower,CA,USA
Fort West,Fort West Avocado Dip,Dips,Snack Foods,Snack Foods,Food,3,1.38,5,1/16/1998 0:00,Renton,WA,USA
Tri-State,Tri-State Red Pepper,Fresh Vegetables,Vegetables,Produce,Food,19.35,7.9335,5,1/24/1998 0:00,Renton,WA,USA
Shady Lake,Shady Lake Ravioli,Pasta,Starchy Foods,Starchy Foods,Food,7.53,2.3343,3,1/24/1998 0:00,Renton,WA,USA
Cormorant,Cormorant Plastic Forks,Plastic Utensils,Plastic Products,Household,Non-Consumable,14.9,6.258,5,1/24/1998 0:00,Renton,WA,USA
Big Time,Big Time Frozen Corn,Frozen Vegetables,Vegetables,Frozen Foods,Food,12.64,5.056,4,1/24/1998 0:00,Renton,WA,USA
Horatio,Horatio Raisins,Dried Fruit,Snack Foods,Snack Foods,Food,8.8,3.696,4,1/24/1998 0:00,Renton,WA,USA
Big Time,Big Time Home Style French Fries,French Fries,Vegetables,Frozen Foods,Food,6.9,3.243,5,1/24/1998 0:00,Renton,WA,USA
Big Time,Big Time Fajita French Fries,French Fries,Vegetables,Frozen Foods,Food,4.29,1.9305,3,1/16/1998 0:00,Renton,WA,USA
Tell Tale,Tell Tale Macintosh Apples,Fresh Fruit,Fruit,Produce,Food,7.59,3.6432,3,5/9/1998 0:00,Renton,WA,USA
Bird Call,Bird Call Childrens Aspirin,Aspirin,Pain Relievers,Health and Hygiene,Non-Consumable,11.48,5.0512,4,1/16/1998 0:00,Renton,WA,USA
Landslide,Landslide Creamy Peanut Butter,Peanut Butter,Jams and Jellies,Baking Goods,Food,4.2,1.764,3,1/24/1998 0:00,Renton,WA,USA
Just Right,Just Right Canned Tomatos,Canned Vegetables,Vegetables,Canned Foods,Food,6.45,2.58,3,1/16/1998 0:00,Renton,WA,USA
Top Measure,Top Measure Imported Beer,Beer,Beer and Wine,Alcoholic Beverages,Drink,4.4,1.496,4,1/16/1998 0:00,Renton,WA,USA
Horatio,Horatio Apple Fruit Roll,Dried Fruit,Snack Foods,Snack Foods,Food,5.6,2.52,4,1/16/1998 0:00,Renton,WA,USA
Fast,Fast Low Fat Cookies,Cookies,Snack Foods,Snack Foods,Food,3.84,1.2288,4,5/9/1998 0:00,Renton,WA,USA
Hermanos,Hermanos Mushrooms,Fresh Vegetables,Vegetables,Produce,Food,5.22,1.827,3,5/9/1998 0:00,Renton,WA,USA
BBB Best,BBB Best Sesame Oil,Cooking Oil,Baking Goods,Baking Goods,Food,5.52,2.5944,3,5/9/1998 0:00,Renton,WA,USA
PigTail,PigTail Frozen Cheese Pizza,Pizza,Pizza,Frozen Foods,Food,10.56,3.3792,4,5/9/1998 0:00,Renton,WA,USA
Tip Top,Tip Top Lox,Fresh Fish,Seafood,Seafood,Food,3.16,1.2324,4,5/9/1998 0:00,Renton,WA,USA
Red Wing,Red Wing Scissors,Tools,Hardware,Household,Non-Consumable,2.46,1.0578,3,8/9/1998 0:00,Oak Bay,BC,Canada
Big Time,Big Time Frozen Chicken Wings,Frozen Chicken,Meat,Frozen Foods,Food,11.01,3.9636,3,8/9/1998 0:00,Oak Bay,BC,Canada
Shady Lake,Shady Lake Ravioli,Pasta,Starchy Foods,Starchy Foods,Food,7.53,3.6897,3,8/9/1998 0:00,Oak Bay,BC,Canada
Cormorant,Cormorant Bees Wax Candles,Candles,Candles,Household,Non-Consumable,5.43,2.1177,3,7/7/1998 0:00,Oak Bay,BC,Canada
